,Unnamed: 0,First,Last,Year,Tm,Pos,Age,Player,Targets,Receptions,RecYards,RecTD,Ctch%,RushAtt,RushYards,RushTD,Fumbles,Experience,FantasyPoints,TeamPPG,teamOPPG,TeamYPG,TeamPassPct
94,94,Matt,Forte,2010,Chicago,RB,25.0,Matt Forte,73.33333333333333,59.0,473.0,1.3333333333333333,80.43333333333334,277.3333333333333,1032.0,5.333333333333333,4.333333333333333,3.0,262.6,20.4,23.4,310.3,61.59
95,95,Adrian,Peterson,2008,Minnesota,RB,23.0,Adrian Peterson,28.0,19.0,268.0,1.0,67.9,238.0,1341.0,12.0,4.0,2.0,261.5,22.8,19.4,336.2,48.7
96,96,Adrian,Peterson,2015,Minnesota,RB,30.0,Adrian Peterson,35.375,25.625,151.875,0.875,71.775,246.75,1117.125,8.75,4.375,9.0,260.7,20.3,21.4,316.7,57.9
97,97,Leonard,Fournette,2019,Jacksonville,RB,24.0,Leonard Fournette,35.86206896551724,28.27586206896552,237.44827586206893,1.0,80.29655172413793,193.51724137931035,708.4137931034483,6.793103448275862,0.896551724137931,3.0,259.4,15.3,19.8,302.0,58.61
98,98,Aaron,Jones,2020,Green Bay,RB,26.0,Aaron Jones,59.0,42.72727272727273,400.9090909090909,2.4545454545454546,72.69999999999999,207.9090909090909,986.9090909090908,13.818181818181818,2.4545454545454546,4.0,259.0,23.6,20.7,346.1,59.81
99,99,DeMarco,Murray,2013,Dallas,RB,25.0,DeMarco Murray,39.24242424242424,31.454545454545453,224.2121212121212,0.0,79.75454545454545,162.1818181818182,755.1818181818181,3.212121212121212,2.212121212121212,3.0,258.1,23.5,25.0,374.6,66.16
100,100,James,Conner,2021,Arizona,RB,26.0,James Conner,41.61111111111112,34.72222222222222,225.0,0.8333333333333334,83.65,154.27777777777777,649.6111111111111,5.444444444444445,1.7222222222222223,5.0,258.0,25.6,22.9,384.6,55.77
101,101,Leonard,Fournette,2021,Tampa Bay,RB,26.0,Leonard Fournette,66.39024390243902,50.63414634146341,338.7317073170732,0.0,76.38048780487804,158.46341463414635,654.1951219512196,4.902439024390244,0.3658536585365853,5.0,256.0,30.8,21.7,383.0,61.78
102,102,C.J.,Spiller,2012,Buffalo,RB,25.0,C.J. Spiller,46.69565217391305,34.43478260869565,234.91304347826087,1.6956521739130437,74.57391304347826,96.95652173913044,476.39130434782606,2.782608695652174,2.9130434782608696,3.0,255.3,23.3,27.1,351.6,60.58
103,103,Nick,Chubb,2019,Cleveland,RB,24.0,Nick Chubb,29.0,20.0,149.0,2.0,69.0,192.0,996.0,8.0,0.0,2.0,255.2,22.4,24.5,368.8,59.82
