,Unnamed: 0,First,Last,Year,Tm,Pos,Age,Player,Targets,Receptions,RecYards,RecTD,Ctch%,RushAtt,RushYards,RushTD,Fumbles,Experience,FantasyPoints,TeamPPG,teamOPPG,TeamYPG,TeamPassPct
533,533,Jack,Doyle,2018,Indianapolis,TE,28.0,Jack Doyle,96.52173913043478,72.69565217391305,653.1304347826087,4.3478260869565215,75.7,0.0,0.0,0.0,1.6521739130434785,6.0,60.5,16.4,25.3,284.6,54.63
534,534,Robert,Royal,2006,Buffalo,TE,27.0,Robert Royal,28.63636363636364,14.818181818181818,111.5909090909091,1.9545454545454544,52.00454545454545,0.0,0.0,0.0,0.0,4.0,63.4,16.9,22.9,257.6,53.92
535,535,Tyler,Higbee,2017,LA Rams,TE,24.0,Tyler Higbee,29.0,11.0,85.0,1.0,37.9,0.0,0.0,0.0,0.0,2.0,60.5,14.0,24.6,262.7,60.94
536,536,Coby,Fleener,2017,New Orleans,TE,29.0,Coby Fleener,82.0,51.333333333333336,584.3333333333334,3.0,62.56666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,6.0,63.5,29.3,28.4,426.0,63.44
537,537,Daniel,Fells,2009,LA Rams,TE,26.0,Daniel Fells,11.0,7.0,81.0,0.0,63.6,0.0,0.0,0.0,0.0,2.0,64.3,14.5,29.1,287.3,57.54
538,538,Foster,Moreau,2022,Las Vegas,TE,25.0,Foster Moreau,32.8,22.64,298.44,2.68,71.272,0.0,0.0,0.0,0.68,4.0,85.2,21.8,25.8,364.9,62.88
539,539,Alex,Smith,2008,Tampa Bay,TE,26.0,Alex Smith,53.0,33.0,340.0,3.0,62.266666666666666,0.0,0.0,0.0,0.3333333333333333,4.0,64.0,20.5,17.3,323.5,54.58
540,540,Foster,Moreau,2021,Las Vegas,TE,24.0,Foster Moreau,13.622222222222222,11.044444444444444,149.82222222222222,2.8666666666666667,79.5911111111111,0.0,0.0,0.0,0.0,3.0,85.0,27.1,29.9,383.3,55.89
541,541,Darren,Waller,2022,Las Vegas,TE,30.0,Darren Waller,114.89473684210526,76.89473684210526,888.578947368421,4.947368421052632,65.28947368421052,0.0,0.0,0.0,0.8421052631578947,7.0,84.8,21.8,25.8,364.9,62.88
542,542,Daniel,Graham,2007,Denver,TE,29.0,Daniel Graham,31.17142857142857,19.428571428571427,235.0,2.3142857142857145,62.49142857142856,0.0,0.0,0.0,1.0,6.0,60.6,19.9,19.1,309.4,49.85
543,543,Anthony,Fasano,2013,Kansas City,TE,29.0,Anthony Fasano,64.2127659574468,38.12765957446808,369.9787234042553,5.0,59.368085106382985,0.0,0.0,0.0,0.0,8.0,61.0,13.2,26.6,319.3,50.74
544,544,Jordan,Akins,2020,Houston,TE,28.0,Jordan Akins,45.0,29.666666666666668,353.6666666666667,1.3333333333333333,66.33333333333333,0.0,0.0,0.0,0.0,3.0,84.0,23.9,25.3,366.3,57.93
545,545,Anthony,Firkser,2020,Tennessee,TE,25.0,Anthony Firkser,22.857142857142858,15.428571428571429,210.0,1.0,68.78571428571429,0.0,0.0,0.0,0.0,3.0,84.0,24.9,20.6,351.2,51.21
546,546,Jonnu,Smith,2018,Tennessee,TE,23.0,Jonnu Smith,30.0,18.0,157.0,2.0,60.0,0.0,0.0,0.0,0.0,2.0,63.8,20.6,22.9,316.0,55.41
547,547,Michael,Gaines,2007,Buffalo,TE,27.0,Michael Gaines,25.67441860465116,14.232558139534884,148.30232558139534,0.5116279069767442,57.66046511627907,0.0,0.0,0.0,0.0,4.0,58.5,18.8,19.4,266.9,53.23
548,548,Rhett,Ellison,2017,NY Giants,TE,29.0,Rhett Ellison,15.666666666666666,9.666666666666666,79.33333333333333,0.3333333333333333,62.16666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,6.0,59.5,19.0,18.9,332.7,61.61
549,549,Jim,Dray,2013,Arizona,TE,27.0,Jim Dray,2.833333333333333,2.0,17.77777777777778,0.0,83.33333333333333,0.0,0.0,0.0,0.0,4.0,57.5,15.6,22.3,263.1,65.39
